route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,trip_load_information,wheelchair_accessible,bikes_allowed
5,2022_09_12-DX-MVS-Weekday-36,1249873,OAK Airport / SF / Daly City,1,,1185747_shp,,1,1
6,2022_09_12-DX-MVS-Weekday-36,1249811,SF / OAK Airport / Berryessa,0,,1186308_shp,,1,1
5,2022_09_12-DX-MVS-Weekday-36,1249899,OAK Airport / SF / Daly City,1,,1185747_shp,,1,1
6,2022_09_12-DX-MVS-Weekday-36,1249837,SF / OAK Airport / Berryessa,0,,1186308_shp,,1,1
5,2022_09_12-DX-MVS-Weekday-36,1249874,OAK Airport / SF / Daly City,1,,1185747_shp,,1,1
6,2022_09_12-DX-MVS-Weekday-36,1249812,SF / OAK Airport / Berryessa,0,,1186308_shp,,1,1
5,2022_09_12-DX-MVS-Weekday-36,1249900,OAK Airport / SF / Daly City,1,,1185747_shp,,1,1
6,2022_09_12-DX-MVS-Weekday-36,1249838,SF / OAK Airport / Berryessa,0,,1186308_shp,,1,1
5,2022_09_12-DX-MVS-Weekday-36,1249875,OAK Airport / SF / Daly City,1,,1185747_shp,,1,1
6,2022_09_12-DX-MVS-Weekday-36,1249813,SF / OAK Airport / Berryessa,0,,1186308_shp,,1,1
5,2022_09_12-DX-MVS-Weekday-36,1249901,OAK Airport / SF / Daly City,1,,1185747_shp,,1,1
6,2022_09_12-DX-MVS-Weekday-36,1249839,SF / OAK Airport / Berryessa,0,,1186308_shp,,1,1
5,2022_09_12-DX-MVS-Weekday-36,1249876,OAK Airport / SF / Daly City,1,,1185747_shp,,1,1
6,2022_09_12-DX-MVS-Weekday-36,1249814,SF / OAK Airport / Berryessa,0,,1186308_shp,,1,1
5,2022_09_12-DX-MVS-Weekday-36,1249902,OAK Airport / SF / Daly City,1,,1185747_shp,,1,1
6,2022_09_12-DX-MVS-Weekday-36,1249840,SF / OAK Airport / Berryessa,0,,1186308_shp,,1,1
5,2022_09_12-DX-MVS-Weekday-36,1249877,OAK Airport / SF / Daly City,1,,1185747_shp,,1,1
6,2022_09_12-DX-MVS-Weekday-36,1249815,SF / OAK Airport / Berryessa,0,,1186308_shp,,1,1
5,2022_09_12-DX-MVS-Weekday-36,1249903,OAK Airport / SF / Daly City,1,,1185747_shp,,1,1
6,2022_09_12-DX-MVS-Weekday-36,1249841,SF / OAK Airport / Berryessa,0,,1186308_shp,,1,1
5,2022_09_12-DX-MVS-Weekday-36,1249878,OAK Airport / SF / Daly City,1,,1185747_shp,,1,1
6,2022_09_12-DX-MVS-Weekday-36,1249816,SF / OAK Airport / Berryessa,0,,1186308_shp,,1,1
5,2022_09_12-DX-MVS-Weekday-36,1249904,OAK Airport / SF / Daly City,1,,1185747_shp,,1,1
6,2022_09_12-DX-MVS-Weekday-36,1249842,SF / OAK Airport / Berryessa,0,,1186308_shp,,1,1
5,2022_09_12-DX-MVS-Weekday-36,1249879,OAK Airport / SF / Daly City,1,,1185747_shp,,1,1
6,2022_09_12-DX-MVS-Weekday-36,1249817,SF / OAK Airport / Berryessa,0,,1186308_shp,,1,1
5,2022_09_12-DX-MVS-Weekday-36,1249905,OAK Airport / SF / Daly City,1,,1185747_shp,,1,1
6,2022_09_12-DX-MVS-Weekday-36,1249843,SF / OAK Airport / Berryessa,0,,1186308_shp,,1,1
5,2022_09_12-DX-MVS-Weekday-36,1249880,OAK Airport / SF / Daly City,1,,1185747_shp,,1,1
6,2022_09_12-DX-MVS-Weekday-36,1249818,SF / OAK Airport / Berryessa,0,,1186308_shp,,1,1
5,2022_09_12-DX-MVS-Weekday-36,1249906,OAK Airport / SF / Daly City,1,,1185747_shp,,1,1
6,2022_09_12-DX-MVS-Weekday-36,1249844,SF / OAK Airport / Berryessa,0,,1186308_shp,,1,1
5,2022_09_12-DX-MVS-Weekday-36,1249881,OAK Airport / SF / Daly City,1,,1185747_shp,,1,1
6,2022_09_12-DX-MVS-Weekday-36,1249819,SF / OAK Airport / Berryessa,0,,1186308_shp,,1,1
5,2022_09_12-DX-MVS-Weekday-36,1249907,OAK Airport / SF / Daly City,1,,1185747_shp,,1,1
6,2022_09_12-DX-MVS-Weekday-36,1249845,SF / OAK Airport / Berryessa,0,,1186308_shp,,1,1
5,2022_09_12-DX-MVS-Weekday-36,1249882,OAK Airport / SF / Daly City,1,,1185747_shp,,1,1
6,2022_09_12-DX-MVS-Weekday-36,1249820,SF / OAK Airport / Berryessa,0,,1186308_shp,,1,1
5,2022_09_12-DX-MVS-Weekday-36,1249908,OAK Airport / SF / Daly City,1,,1185747_shp,,1,1
6,2022_09_12-DX-MVS-Weekday-36,1249846,SF / OAK Airport / Berryessa,0,,1186308_shp,,1,1
5,2022_09_12-DX-MVS-Weekday-36,1249883,OAK Airport / SF / Daly City,1,,1185747_shp,,1,1
6,2022_09_12-DX-MVS-Weekday-36,1249821,SF / OAK Airport / Berryessa,0,,1186308_shp,,1,1
5,2022_09_12-DX-MVS-Weekday-36,1249909,OAK Airport / SF / Daly City,1,,1185747_shp,,1,1
6,2022_09_12-DX-MVS-Weekday-36,1249847,SF / OAK Airport / Berryessa,0,,1186308_shp,,1,1
5,2022_09_12-DX-MVS-Weekday-36,1249884,OAK Airport / SF / Daly City,1,,1185747_shp,,1,1
6,2022_09_12-DX-MVS-Weekday-36,1249822,SF / OAK Airport / Berryessa,0,,1186308_shp,,1,1
5,2022_09_12-DX-MVS-Weekday-36,1249910,OAK Airport / SF / Daly City,1,,1185747_shp,,1,1
6,2022_09_12-DX-MVS-Weekday-36,1249848,SF / OAK Airport / Berryessa,0,,1186308_shp,,1,1
5,2022_09_12-DX-MVS-Weekday-36,1249885,OAK Airport / SF / Daly City,1,,1185747_shp,,1,1
6,2022_09_12-DX-MVS-Weekday-36,1249823,SF / OAK Airport / Berryessa,0,,1186308_shp,,1,1
5,2022_09_12-DX-MVS-Weekday-36,1249911,OAK Airport / SF / Daly City,1,,1185747_shp,,1,1
6,2022_09_12-DX-MVS-Weekday-36,1249849,SF / OAK Airport / Berryessa,0,,1186308_shp,,1,1
5,2022_09_12-DX-MVS-Weekday-36,1249886,OAK Airport / SF / Daly City,1,,1185747_shp,,1,1
6,2022_09_12-DX-MVS-Weekday-36,1249824,SF / OAK Airport / Berryessa,0,,1186308_shp,,1,1
5,2022_09_12-DX-MVS-Weekday-36,1249912,OAK Airport / SF / Daly City,1,,1185747_shp,,1,1
6,2022_09_12-DX-MVS-Weekday-36,1249850,SF / OAK Airport / Berryessa,0,,1186308_shp,,1,1
5,2022_09_12-DX-MVS-Weekday-36,1249887,OAK Airport / SF / Daly City,1,,1185747_shp,,1,1
6,2022_09_12-DX-MVS-Weekday-36,1249825,SF / OAK Airport / Berryessa,0,,1186308_shp,,1,1
5,2022_09_12-DX-MVS-Weekday-36,1249913,OAK Airport / SF / Daly City,1,,1185747_shp,,1,1
6,2022_09_12-DX-MVS-Weekday-36,1249851,SF / OAK Airport / Berryessa,0,,1186308_shp,,1,1
5,2022_09_12-DX-MVS-Weekday-36,1249888,OAK Airport / SF / Daly City,1,,1185747_shp,,1,1
6,2022_09_12-DX-MVS-Weekday-36,1249826,SF / OAK Airport / Berryessa,0,,1186308_shp,,1,1
5,2022_09_12-DX-MVS-Weekday-36,1249914,OAK Airport / SF / Daly City,1,,1185747_shp,,1,1
6,2022_09_12-DX-MVS-Weekday-36,1249852,SF / OAK Airport / Berryessa,0,,1186308_shp,,1,1
5,2022_09_12-DX-MVS-Weekday-36,1249889,OAK Airport / SF / Daly City,1,,1185747_shp,,1,1
6,2022_09_12-DX-MVS-Weekday-36,1249827,SF / OAK Airport / Berryessa,0,,1186308_shp,,1,1
5,2022_09_12-DX-MVS-Weekday-36,1249915,OAK Airport / SF / Daly City,1,,1185747_shp,,1,1
6,2022_09_12-DX-MVS-Weekday-36,1249853,SF / OAK Airport / Berryessa,0,,1186308_shp,,1,1
5,2022_09_12-DX-MVS-Weekday-36,1249890,OAK Airport / SF / Daly City,1,,1185747_shp,,1,1
6,2022_09_12-DX-MVS-Weekday-36,1249828,SF / OAK Airport / Berryessa,0,,1186308_shp,,1,1
5,2022_09_12-DX-MVS-Weekday-36,1249916,OAK Airport / SF / Daly City,1,,1185747_shp,,1,1
6,2022_09_12-DX-MVS-Weekday-36,1249854,SF / OAK Airport / Berryessa,0,,1186308_shp,,1,1
5,2022_09_12-DX-MVS-Weekday-36,1249891,OAK Airport / SF / Daly City,1,,1185747_shp,,1,1
6,2022_09_12-DX-MVS-Weekday-36,1249829,SF / OAK Airport / Berryessa,0,,1186308_shp,,1,1
5,2022_09_12-DX-MVS-Weekday-36,1249917,OAK Airport / SF / Daly City,1,,1185747_shp,,1,1
6,2022_09_12-DX-MVS-Weekday-36,1249855,SF / OAK Airport / Berryessa,0,,1186308_shp,,1,1
5,2022_09_12-DX-MVS-Weekday-36,1249892,OAK Airport / SF / Daly City,1,,1185747_shp,,1,1
6,2022_09_12-DX-MVS-Weekday-36,1249830,SF / OAK Airport / Berryessa,0,,1186308_shp,,1,1
6,2022_09_12-DX-MVS-Weekday-36,1249856,SF / OAK Airport / Berryessa,0,,1186308_shp,,1,1
6,2022_09_12-DX-MVS-Weekday-36,1249862,SF / OAK Airport / Berryessa,0,,1186308_shp,,1,1
6,2022_09_12-DX-MVS-Weekday-36,1249857,SF / OAK Airport / Berryessa,0,,1186308_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250385,OAK Airport / Richmond,0,,1187834_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250427,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250354,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250386,Berryessa/North San Jose,1,,1188844_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250384,OAK Airport / Richmond,0,,1187832_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250429,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250315,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250425,Berryessa/North San Jose,1,,1188844_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250355,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250430,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250316,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250426,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250356,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250387,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250317,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250431,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250353,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250388,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250318,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250432,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250357,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250389,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250319,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250433,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250358,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250390,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250320,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250434,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250359,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250391,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250321,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250435,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250360,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250392,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250322,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250436,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250361,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250393,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250323,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250437,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250362,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250394,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250324,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250438,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250363,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250395,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250325,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250439,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250364,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250396,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250326,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250440,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250365,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250397,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250327,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250441,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250366,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250398,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250328,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250442,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250367,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250400,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250329,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250443,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250368,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250401,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250330,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250444,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250369,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250402,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250331,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250445,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250370,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250399,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250332,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250446,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250371,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250403,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250333,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250447,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250372,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250404,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250334,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250448,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250373,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250405,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250335,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250449,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250374,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250406,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250337,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250450,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250375,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250407,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250338,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250451,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250376,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250408,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250339,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250452,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250377,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250409,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250336,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250453,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250378,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250410,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250340,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250454,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250379,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250411,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250341,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250455,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250380,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250412,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250342,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250456,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250381,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250413,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250343,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250428,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250382,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250414,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250344,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250457,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250383,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250415,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250345,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250458,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250346,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250416,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250347,OAK Airport / Richmond,0,,1184782_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250348,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250417,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250349,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250418,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250350,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250419,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250351,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250420,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
3,2022_09_12-DX-MVS-Weekday-36,1250352,OAK Airport / Richmond,0,,1184782_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250421,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250422,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250423,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
4,2022_09_12-DX-MVS-Weekday-36,1250424,OAK Airport / Berryessa/North San Jose,1,,1184638_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250243,San Francisco International Airport,1,,1185155_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250242,San Francisco International Airport,1,,1185155_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250312,San Francisco / Antioch,0,,1184982_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250241,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250311,San Francisco / Antioch,0,,1184980_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250240,San Francisco International Airport,1,,1185153_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250173,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250310,San Francisco / Antioch,0,,1184979_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250174,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250244,San Francisco / Antioch,0,,1184979_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250176,San Francisco International Airport,1,,1185153_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250177,San Francisco International Airport,1,,1185153_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250178,San Francisco International Airport,1,,1185153_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250179,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250245,San Francisco / Antioch,0,,1184979_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250180,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250246,San Francisco / Antioch,0,,1184979_shp,,1,1
1,2022_09_12-DX-MVS-Weekday-36,1250181,San Francisco International Airport,1,,1185153_shp,,1,1
2,2022_09_12-DX-MVS-Weekday-36,1250247,San Francisco / Antioch,0,,1184980_shp,,1,1
